t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.048,12.02,0.000,84.4
0.026,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.048,12.04,0.000,85.5
0.074,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.048,11.76,0.000,70.0
0.118,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.048,11.74,0.000,68.9
0.181,0.0063,0.0000,0.0063,0.0000,0.0000,0.180,-0.050,11.85,0.000,75.0
0.218,0.0174,0.0001,0.0174,0.0000,0.0001,0.180,-0.054,11.82,0.000,73.3
0.278,0.0249,0.0001,0.0249,0.0000,0.0001,0.180,-0.050,11.82,0.000,73.3
0.324,0.0328,0.0001,0.0328,0.0000,0.0001,0.180,-0.038,11.84,0.000,74.4
0.377,0.0441,0.0001,0.0441,0.0000,0.0001,0.180,-0.038,11.80,0.000,72.2
0.427,0.0515,0.0001,0.0515,0.0000,0.0001,0.180,-0.034,11.82,0.000,73.3
0.499,0.0593,-0.0000,0.0593,0.0000,0.0000,0.180,-0.029,11.85,0.000,75.0
0.523,0.0708,-0.0001,0.0708,0.0000,0.0001,0.180,-0.015,11.82,0.000,73.3
0.584,0.0785,-0.0002,0.0785,0.0000,0.0002,0.180,-0.008,11.82,0.000,73.3
0.627,0.0902,-0.0004,0.0902,0.0000,0.0004,0.180,-0.008,11.85,0.000,75.0
0.687,0.0980,-0.0005,0.0980,0.0000,0.0005,0.180,0.002,11.82,0.000,73.3
0.722,0.1060,-0.0007,0.1060,0.0000,0.0007,0.180,0.004,11.82,0.000,73.3
0.782,0.1137,-0.0008,0.1137,0.0000,0.0008,0.180,0.004,11.82,0.000,73.3
0.820,0.1254,-0.0010,0.1254,0.0000,0.0010,0.180,0.004,11.84,0.000,74.4
0.902,0.1331,-0.0012,0.1331,0.0000,0.0012,0.180,0.006,11.82,0.000,73.3
0.922,0.1447,-0.0014,0.1447,0.0000,0.0014,0.180,0.007,11.82,0.000,73.3
1.006,0.1525,-0.0016,0.1525,0.0000,0.0016,0.180,0.007,11.84,0.000,74.4
1.027,0.1601,-0.0018,0.1601,0.0000,0.0018,0.180,0.009,11.82,0.000,73.3
1.077,0.1678,-0.0019,0.1678,0.0000,0.0019,0.180,0.010,11.84,0.000,74.4
1.118,0.1789,-0.0022,0.1789,0.0000,0.0022,0.180,0.011,11.82,0.000,73.3
1.183,0.1867,-0.0023,0.1867,0.0000,0.0023,0.180,0.011,11.82,0.000,73.3
