t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.005,0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.013,12.00,0.000,83.3
0.018,0.0000,0.0000,0.0000,0.0000,0.0000,0.179,-0.004,12.00,0.000,83.3
0.055,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,11.78,0.000,71.1
0.122,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.002,11.63,0.000,62.8
0.159,0.0059,0.0001,0.0059,0.0000,0.0001,0.180,-0.078,11.69,0.000,66.1
0.220,0.0129,0.0001,0.0129,0.0000,0.0001,0.180,-0.026,11.78,0.000,71.1
0.264,0.0203,0.0002,0.0203,0.0000,0.0002,0.180,-0.025,11.74,0.000,68.9
0.311,0.0312,0.0002,0.0312,0.0000,0.0002,0.180,-0.016,11.78,0.000,71.1
0.353,0.0387,0.0003,0.0387,0.0000,0.0003,0.180,-0.012,11.78,0.000,71.1
0.418,0.0466,0.0003,0.0466,0.0000,0.0003,0.180,0.017,11.80,0.000,72.2
0.458,0.0581,0.0003,0.0581,0.0000,0.0003,0.180,0.003,11.76,0.000,70.0
0.502,0.0657,0.0003,0.0657,0.0000,0.0003,0.180,-0.005,11.78,0.000,71.1
0.568,0.0736,0.0003,0.0736,0.0000,0.0003,0.180,-0.009,11.80,0.000,72.2
0.612,0.0851,0.0003,0.0851,0.0000,0.0003,0.180,-0.007,11.76,0.000,70.0
0.653,0.0927,0.0003,0.0927,0.0000,0.0003,0.180,-0.006,11.76,0.000,70.0
0.714,0.1005,0.0003,0.1005,0.0000,0.0003,0.180,-0.007,11.78,0.000,71.1
0.762,0.1082,0.0004,0.1082,0.0000,0.0004,0.180,-0.006,11.78,0.000,71.1
0.804,0.1197,0.0004,0.1197,0.0000,0.0004,0.180,-0.006,11.74,0.000,68.9
0.866,0.1271,0.0004,0.1271,0.0000,0.0004,0.180,-0.018,11.78,0.000,71.1
0.912,0.1385,0.0004,0.1385,0.0000,0.0004,0.180,-0.009,11.78,0.000,71.1
0.952,0.1462,0.0004,0.1462,0.0000,0.0004,0.180,-0.010,11.74,0.000,68.9
1.014,0.1539,0.0004,0.1539,0.0000,0.0004,0.180,-0.024,11.78,0.000,71.1
1.052,0.1650,0.0005,0.1650,0.0000,0.0005,0.180,-0.013,11.76,0.000,70.0
1.116,0.1728,0.0005,0.1728,0.0000,0.0005,0.180,-0.020,11.74,0.000,68.9
1.165,0.1806,0.0005,0.1806,0.0000,0.0005,0.180,-0.015,11.78,0.000,71.1
1.211,0.1923,0.0006,0.1923,0.0000,0.0006,0.180,-0.015,11.76,0.000,70.0
1.254,0.2002,0.0006,0.2002,0.0000,0.0006,0.180,-0.005,11.74,0.000,68.9
1.322,0.2078,0.0006,0.2078,0.0000,0.0006,0.180,-0.014,11.76,0.000,70.0
1.362,0.2196,0.0007,0.2196,0.0000,0.0007,0.180,-0.010,11.76,0.000,70.0
1.426,0.2275,0.0007,0.2275,0.0000,0.0007,0.180,0.009,11.74,0.000,68.9
1.497,0.2350,0.0007,0.2350,0.0000,0.0007,0.180,-0.007,11.76,0.000,70.0
1.512,0.2467,0.0006,0.2467,0.0000,0.0006,0.180,-0.003,11.76,0.000,70.0
1.553,0.2546,0.0006,0.2546,0.0000,0.0006,0.180,-0.003,11.76,0.000,70.0
1.622,0.2620,0.0006,0.2620,0.0000,0.0006,0.180,-0.001,11.73,0.000,68.3
1.653,0.2732,0.0006,0.2732,0.0000,0.0006,0.180,-0.000,11.78,0.000,71.1
1.717,0.2812,0.0006,0.2812,0.0000,0.0006,0.180,0.005,11.76,0.000,70.0
1.765,0.2886,0.0005,0.2886,0.0000,0.0005,0.180,0.004,11.73,0.000,68.3
1.807,0.2997,0.0005,0.2997,0.0000,0.0005,0.180,0.003,11.76,0.000,70.0
1.867,0.3076,0.0005,0.3076,0.0000,0.0005,0.180,0.009,11.78,0.000,71.1
1.925,0.3192,0.0005,0.3192,0.0000,0.0005,0.180,0.003,11.78,0.000,71.1
1.957,0.3267,0.0004,0.3267,0.0000,0.0004,0.180,0.005,11.76,0.000,70.0
2.014,0.3345,0.0004,0.3345,0.0000,0.0004,0.180,0.005,11.78,0.000,71.1
2.066,0.3421,0.0004,0.3421,0.0000,0.0004,0.180,0.000,11.78,0.000,71.1
2.119,0.3535,0.0003,0.3535,0.0000,0.0003,0.180,-0.004,11.76,0.000,70.0
2.162,0.3613,0.0003,0.3613,0.0000,0.0003,0.180,0.002,11.80,0.000,72.2
