t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.045,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.091,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.402,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.404,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.405,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.406,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.130,0.000,90.550
0.407,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.408,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.110,0.000,89.440
0.437,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,0.000,12.080,0.000,87.770
0.484,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,0.001,12.040,0.000,85.550
0.541,0.0024,-0.0000,0.0024,0.0000,0.0000,0.173,0.001,12.060,0.000,86.660
0.580,0.0105,-0.0001,0.0105,0.0000,0.0001,0.179,0.009,12.040,0.000,85.550
0.644,0.0170,-0.0002,0.0170,0.0000,0.0002,0.180,0.010,12.060,0.000,86.660
0.689,0.0240,-0.0003,0.0240,0.0000,0.0003,0.180,0.010,12.060,0.000,86.660
0.737,0.0350,-0.0004,0.0350,0.0000,0.0004,0.180,0.010,12.060,0.000,86.660
0.785,0.0425,-0.0005,0.0425,0.0000,0.0005,0.180,0.011,12.080,0.000,87.770
0.839,0.0497,-0.0006,0.0497,0.0000,0.0006,0.180,0.011,12.060,0.000,86.660
0.885,0.0606,-0.0008,0.0606,0.0000,0.0008,0.180,0.012,12.060,0.000,86.660
0.941,0.0682,-0.0009,0.0682,0.0000,0.0009,0.180,0.012,12.060,0.000,86.660
0.988,0.0753,-0.0010,0.0753,0.0000,0.0010,0.180,0.012,12.060,0.000,86.660
1.036,0.0861,-0.0012,0.0861,0.0000,0.0012,0.180,0.012,12.080,0.000,87.770
1.083,0.0936,-0.0013,0.0936,0.0000,0.0013,0.180,0.013,12.060,0.000,86.660
1.140,0.1006,-0.0014,0.1006,0.0000,0.0014,0.180,0.013,12.060,0.000,86.660
1.183,0.1115,-0.0016,0.1115,0.0000,0.0016,0.180,0.014,12.080,0.000,87.770
1.244,0.1189,-0.0017,0.1189,0.0000,0.0017,0.180,0.014,12.060,0.000,86.660
1.286,0.1297,-0.0019,0.1297,0.0000,0.0019,0.180,0.014,12.060,0.000,86.660
1.346,0.1368,-0.0020,0.1368,0.0000,0.0020,0.180,0.014,12.060,0.000,86.660
1.398,0.1442,-0.0021,0.1442,0.0000,0.0021,0.180,0.014,12.060,0.000,86.660
1.436,0.1549,-0.0023,0.1549,0.0000,0.0023,0.180,0.014,12.060,0.000,86.660
1.485,0.1622,-0.0024,0.1622,0.0000,0.0024,0.180,0.013,12.060,0.000,86.660
1.544,0.1695,-0.0025,0.1695,0.0000,0.0025,0.180,0.013,12.060,0.000,86.660
1.585,0.1802,-0.0026,0.1802,0.0000,0.0026,0.180,0.013,12.060,0.000,86.660
1.633,0.1874,-0.0027,0.1874,0.0000,0.0027,0.180,0.013,12.060,0.000,86.660
1.699,0.1945,-0.0028,0.1945,0.0000,0.0028,0.180,0.012,12.040,0.000,85.550
1.735,0.2053,-0.0030,0.2053,0.0000,0.0030,0.180,0.012,12.060,0.000,86.660
1.785,0.2126,-0.0030,0.2126,0.0000,0.0030,0.180,0.011,12.080,0.000,87.770
1.842,0.2198,-0.0031,0.2198,0.0000,0.0031,0.180,0.011,12.060,0.000,86.660
1.883,0.2307,-0.0032,0.2307,0.0000,0.0032,0.180,0.009,12.060,0.000,86.660
1.946,0.2382,-0.0033,0.2382,0.0000,0.0033,0.180,0.008,12.060,0.000,86.660
1.990,0.2454,-0.0033,0.2454,0.0000,0.0033,0.180,0.008,12.060,0.000,86.660
2.038,0.2565,-0.0034,0.2565,0.0000,0.0034,0.180,0.008,12.060,0.000,86.660
2.083,0.2639,-0.0035,0.2639,0.0000,0.0035,0.180,0.009,12.060,0.000,86.660
2.141,0.2711,-0.0036,0.2711,0.0000,0.0036,0.180,0.009,12.060,0.000,86.660
2.186,0.2821,-0.0037,0.2821,0.0000,0.0037,0.180,0.010,12.080,0.000,87.770
2.243,0.2894,-0.0038,0.2894,0.0000,0.0038,0.180,0.012,12.060,0.000,86.660
2.289,0.2965,-0.0038,0.2965,0.0000,0.0038,0.180,0.012,12.060,0.000,86.660
2.337,0.3073,-0.0040,0.3073,0.0000,0.0040,0.180,0.012,12.060,0.000,86.660
2.384,0.3146,-0.0041,0.3146,0.0000,0.0041,0.180,0.012,12.060,0.000,86.660
2.489,0.3217,-0.0042,0.3217,0.0000,0.0042,0.180,0.012,12.060,0.000,86.660
2.491,0.3326,-0.0043,0.3326,0.0000,0.0043,0.180,0.012,12.060,0.000,86.660
2.543,0.3399,-0.0044,0.3399,0.0000,0.0044,0.180,0.012,12.060,0.000,86.660
2.606,0.3472,-0.0045,0.3472,0.0000,0.0045,0.180,0.012,12.060,0.000,86.660
2.636,0.3580,-0.0046,0.3580,0.0000,0.0046,0.180,0.012,12.060,0.000,86.660
2.701,0.3654,-0.0047,0.3654,0.0000,0.0047,0.180,0.012,12.060,0.000,86.660
2.739,0.3725,-0.0048,0.3725,0.0000,0.0048,0.180,0.012,12.060,0.000,86.660
2.784,0.3834,-0.0049,0.3834,0.0000,0.0049,0.180,0.012,12.060,0.000,86.660
2.841,0.3906,-0.0050,0.3906,0.0000,0.0050,0.180,0.012,12.080,0.000,87.770
2.886,0.3977,-0.0050,0.3977,0.0000,0.0050,0.180,0.011,12.060,0.000,86.660
2.933,0.4085,-0.0051,0.4085,0.0000,0.0051,0.180,0.011,12.060,0.000,86.660
3.009,0.4157,-0.0052,0.4157,0.0000,0.0052,0.180,0.010,12.080,0.000,87.770
3.039,0.4266,-0.0053,0.4266,0.0000,0.0053,0.180,0.010,12.060,0.000,86.660
3.084,0.4339,-0.0053,0.4339,0.0000,0.0053,0.180,0.009,12.060,0.000,86.660
3.144,0.4411,-0.0054,0.4411,0.0000,0.0054,0.180,0.008,12.060,0.000,86.660
3.187,0.4521,-0.0054,0.4521,0.0000,0.0054,0.180,0.008,12.080,0.000,87.770
